id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
114,7,Licence Communication,CISSP,"['Buffer', 'SEO', 'Mailchimp', 'Facebook Ads', 'HubSpot', 'Salesforce', 'Photoshop', 'Google Ads']","['Travail en équipe', 'Esprit critique', 'Créativité']","['Français', 'Anglais', 'Allemand']","Casablanca, Maroc",Mobile,Dans 3 mois,"Expériences: Consultant SEO chez SmartTech (2017-2020). Responsable marketing chez AgileTeam (2019-2020). Community Manager chez SmartTech (2021-2023). Diplômes: Licence Communication. Certifications: CISSP. Compétences techniques: Buffer, SEO, Mailchimp, Facebook Ads, HubSpot, Salesforce, Photoshop, Google Ads. Compétences comportementales: Travail en équipe, Esprit critique, Créativité. Langues: Français, Anglais, Allemand. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Expert SEA."
115,7,Master Design,Kubernetes Administrator,"['HTML', 'JavaScript', 'Content Marketing', 'SEO', 'Hootsuite', 'Google Ads']","['Communication', 'Créativité', 'Gestion du temps']","['Français', 'Anglais']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Immédiate,"Expériences: Responsable marketing chez AgileTeam (2017-2019). Chef de projet digital chez AgileTeam (2019-2020). Chef de projet digital chez StartupHub (2021-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: HTML, JavaScript, Content Marketing, SEO, Hootsuite, Google Ads. Compétences comportementales: Communication, Créativité, Gestion du temps. Langues: Français, Anglais. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Journaliste web."
116,11,Master Informatique,HubSpot Marketing,"['Google Ads', 'Photoshop', 'Buffer', 'InDesign', 'HTML', 'SEO']","['Créativité', 'Gestion du temps', 'Résolution de problèmes']","['Français', 'Arabe']","Paris, France",Mobile,Dans 3 mois,"Expériences: Responsable marketing chez CloudInnovate (2013-2015). Chef de projet digital chez DevFactory (2015-2017). Consultant SEO chez CloudInnovate (2017-2019). Diplômes: Master Informatique. Certifications: HubSpot Marketing. Compétences techniques: Google Ads, Photoshop, Buffer, InDesign, HTML, SEO. Compétences comportementales: Créativité, Gestion du temps, Résolution de problèmes. Langues: Français, Arabe. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Digital business developer."
117,2,Licence Communication,Adobe Certified Expert,"['Facebook Ads', 'Photoshop', 'Content Marketing', 'SEO', 'CSS', 'WordPress', 'Salesforce']","['Adaptabilité', 'Gestion du temps', 'Esprit critique']","['Anglais', 'Espagnol']","Lyon, France",Pas mobile,Dans 3 mois,"Expériences: Community Manager chez DevFactory (2022-2023). Diplômes: Licence Communication. Certifications: Adobe Certified Expert. Compétences techniques: Facebook Ads, Photoshop, Content Marketing, SEO, CSS, WordPress, Salesforce. Compétences comportementales: Adaptabilité, Gestion du temps, Esprit critique. Langues: Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Content manager."
118,11,Master Marketing Digital,Aucune,"['Email Marketing', 'Photoshop', 'Facebook Ads', 'HubSpot', 'SEO']","['Créativité', 'Empathie', 'Esprit critique']","['Français', 'Anglais', 'Espagnol']","Tunis, Tunisie",Ouvert au télétravail,Immédiate,"Expériences: Chargé de communication chez DataDriven (2013-2014). Traffic Manager chez TechVentures (2015-2018). Chef de projet digital chez DataSolutions (2017-2020). Diplômes: Master Marketing Digital. Certifications: Aucune. Compétences techniques: Email Marketing, Photoshop, Facebook Ads, HubSpot, SEO. Compétences comportementales: Créativité, Empathie, Esprit critique. Langues: Français, Anglais, Espagnol. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Chef de projet SEO."
119,1,Licence Informatique,CISSP,"['SEA', 'SEO', 'Salesforce', 'CSS', 'Google Analytics']","['Gestion du temps', 'Esprit critique', 'Empathie']",['Français'],"Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Traffic Manager chez InnovateLab (2023-2026). Diplômes: Licence Informatique. Certifications: CISSP. Compétences techniques: SEA, SEO, Salesforce, CSS, Google Analytics. Compétences comportementales: Gestion du temps, Esprit critique, Empathie. Langues: Français. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Chef de projet SEA."
120,13,BTS Informatique,PMP,"['Salesforce', 'Google Ads', 'WordPress', 'Facebook Ads', 'Content Marketing', 'SEA', 'Illustrator']","['Empathie', 'Esprit critique', 'Gestion du temps']","['Français', 'Anglais']","Dakar, Sénégal",Pas mobile,Dans 1 mois,"Expériences: Responsable marketing chez DataSolutions (2011-2014). Traffic Manager chez SmartTech (2013-2016). Traffic Manager chez DevFactory (2015-2017). Diplômes: BTS Informatique. Certifications: PMP. Compétences techniques: Salesforce, Google Ads, WordPress, Facebook Ads, Content Marketing, SEA, Illustrator. Compétences comportementales: Empathie, Esprit critique, Gestion du temps. Langues: Français, Anglais. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Traffic manager."
121,2,Diplôme d'ingénieur Logiciel,PMP,"['Google Ads', 'WordPress', 'CSS', 'Salesforce', 'Google Analytics', 'Mailchimp', 'Content Marketing']","['Travail en équipe', 'Leadership', 'Gestion du temps']","['Français', 'Anglais', 'Espagnol']","Tunis, Tunisie",Ouvert au télétravail,Dans 1 mois,"Expériences: Community Manager chez CloudMasters (2022-2024). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: PMP. Compétences techniques: Google Ads, WordPress, CSS, Salesforce, Google Analytics, Mailchimp, Content Marketing. Compétences comportementales: Travail en équipe, Leadership, Gestion du temps. Langues: Français, Anglais, Espagnol. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Responsable communication digitale."
122,12,MBA Management Digital,Microsoft Azure Administrator,"['HubSpot', 'InDesign', 'Salesforce', 'Mailchimp', 'HTML', 'SEA', 'Facebook Ads', 'Hootsuite']","['Empathie', 'Communication', 'Pensée analytique']","['Français', 'Anglais', 'Allemand']","Lyon, France",Pas mobile,Dans 1 mois,"Expériences: Chargé de communication chez InnovateLab (2012-2014). Chef de projet digital chez StartupHub (2014-2016). Chef de projet digital chez AgileTeam (2016-2019). Diplômes: MBA Management Digital. Certifications: Microsoft Azure Administrator. Compétences techniques: HubSpot, InDesign, Salesforce, Mailchimp, HTML, SEA, Facebook Ads, Hootsuite. Compétences comportementales: Empathie, Communication, Pensée analytique. Langues: Français, Anglais, Allemand. Localisation: Lyon, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Référent digital."
123,6,DUT Réseaux et Télécommunications,CISSP,"['Facebook Ads', 'JavaScript', 'Google Analytics', 'Content Marketing', 'HTML', 'Photoshop', 'CSS', 'Mailchimp']","['Communication', 'Résolution de problèmes', 'Pensée analytique']",['Français'],"Tunis, Tunisie",Mobile,Dans 3 mois,"Expériences: Consultant SEO chez DataDriven (2018-2019). Chef de projet digital chez TechCorp (2020-2023). Responsable marketing chez TechVentures (2022-2024). Diplômes: DUT Réseaux et Télécommunications. Certifications: CISSP. Compétences techniques: Facebook Ads, JavaScript, Google Analytics, Content Marketing, HTML, Photoshop, CSS, Mailchimp. Compétences comportementales: Communication, Résolution de problèmes, Pensée analytique. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Couteau suisse du numérique."
124,11,Master Data Science,AWS Certified Solutions Architect,"['Google Analytics', 'Illustrator', 'Facebook Ads', 'HTML', 'SEO', 'Content Marketing', 'Buffer']","['Adaptabilité', 'Leadership', 'Gestion du temps']","['Français', 'Anglais', 'Espagnol']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Consultant SEO chez StartupHub (2013-2016). Traffic Manager chez StartupHub (2015-2017). Community Manager chez TechVentures (2017-2019). Diplômes: Master Data Science. Certifications: AWS Certified Solutions Architect. Compétences techniques: Google Analytics, Illustrator, Facebook Ads, HTML, SEO, Content Marketing, Buffer. Compétences comportementales: Adaptabilité, Leadership, Gestion du temps. Langues: Français, Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Consultant SEA."
125,4,PhD en Intelligence Artificielle,Google Data Engineer,"['Content Marketing', 'Buffer', 'Illustrator', 'Mailchimp', 'Photoshop', 'Google Analytics']","['Gestion du temps', 'Empathie', 'Esprit critique']",['Français'],"Bruxelles, Belgique",Ouvert au télétravail,Dans 1 mois,"Expériences: Chargé de communication chez DataSolutions (2020-2023). Chargé de communication chez SmartTech (2022-2023). Diplômes: PhD en Intelligence Artificielle. Certifications: Google Data Engineer. Compétences techniques: Content Marketing, Buffer, Illustrator, Mailchimp, Photoshop, Google Analytics. Compétences comportementales: Gestion du temps, Empathie, Esprit critique. Langues: Français. Localisation: Bruxelles, Belgique. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Responsable marketing digital."
126,5,Master Data Science,PMP,"['Buffer', 'HTML', 'SEA', 'WordPress', 'InDesign']","['Communication', 'Travail en équipe', 'Esprit critique']","['Français', 'Anglais', 'Espagnol']","Abidjan, Côte d'Ivoire",Mobile,Immédiate,"Expériences: Responsable marketing chez CloudMasters (2019-2021). Responsable marketing chez CloudInnovate (2021-2022). Diplômes: Master Data Science. Certifications: PMP. Compétences techniques: Buffer, HTML, SEA, WordPress, InDesign. Compétences comportementales: Communication, Travail en équipe, Esprit critique. Langues: Français, Anglais, Espagnol. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Chef de projet SEA."
127,6,Master Design,Adobe Certified Expert,"['JavaScript', 'Facebook Ads', 'Google Ads', 'Mailchimp', 'Content Marketing', 'Buffer', 'Hootsuite', 'Email Marketing']","['Créativité', 'Communication', 'Gestion du temps']","['Anglais', 'Espagnol']","Paris, France",Mobile,Dans 1 mois,"Expériences: Chef de projet digital chez DataDriven (2018-2021). Community Manager chez TechVentures (2020-2022). Chargé de communication chez TechVentures (2022-2025). Diplômes: Master Design. Certifications: Adobe Certified Expert. Compétences techniques: JavaScript, Facebook Ads, Google Ads, Mailchimp, Content Marketing, Buffer, Hootsuite, Email Marketing. Compétences comportementales: Créativité, Communication, Gestion du temps. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Consultant SEO."
128,8,BTS Informatique,CEH,"['WordPress', 'JavaScript', 'SEO', 'HubSpot', 'Illustrator', 'HTML']","['Communication', 'Esprit critique', 'Leadership']","['Français', 'Anglais', 'Allemand']","Montréal, Canada",Ouvert au télétravail,Dans 1 mois,"Expériences: Chargé de communication chez DataSolutions (2016-2017). Traffic Manager chez StartupHub (2018-2020). Traffic Manager chez AgileTeam (2020-2023). Diplômes: BTS Informatique. Certifications: CEH. Compétences techniques: WordPress, JavaScript, SEO, HubSpot, Illustrator, HTML. Compétences comportementales: Communication, Esprit critique, Leadership. Langues: Français, Anglais, Allemand. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Chargé de communication web."
129,10,PhD en Intelligence Artificielle,Aucune,"['Photoshop', 'Google Analytics', 'Hootsuite', 'Buffer', 'SEO', 'Mailchimp', 'Google Ads']","['Communication', 'Adaptabilité', 'Résolution de problèmes']","['Français', 'Arabe']","Bamako, Mali",Ouvert au télétravail,Dans 1 mois,"Expériences: Responsable marketing chez AgileTeam (2014-2016). Consultant SEO chez TechVentures (2016-2019). Community Manager chez TechVentures (2018-2019). Diplômes: PhD en Intelligence Artificielle. Certifications: Aucune. Compétences techniques: Photoshop, Google Analytics, Hootsuite, Buffer, SEO, Mailchimp, Google Ads. Compétences comportementales: Communication, Adaptabilité, Résolution de problèmes. Langues: Français, Arabe. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Responsable e-commerce."
130,3,DUT Réseaux et Télécommunications,Aucune,"['Illustrator', 'Google Ads', 'Salesforce', 'Email Marketing', 'InDesign', 'SEA', 'Facebook Ads']","['Adaptabilité', 'Résolution de problèmes', 'Communication']","['Français', 'Anglais', 'Espagnol']","Abidjan, Côte d'Ivoire",Mobile,Dans 3 mois,"Expériences: Community Manager chez SmartTech (2021-2022). Diplômes: DUT Réseaux et Télécommunications. Certifications: Aucune. Compétences techniques: Illustrator, Google Ads, Salesforce, Email Marketing, InDesign, SEA, Facebook Ads. Compétences comportementales: Adaptabilité, Résolution de problèmes, Communication. Langues: Français, Anglais, Espagnol. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Médiateur numérique."
131,14,Diplôme d'ingénieur Logiciel,Aucune,"['Buffer', 'SEA', 'Facebook Ads', 'CSS', 'SEO']","['Créativité', 'Résolution de problèmes', 'Gestion du temps']","['Français', 'Anglais']","Lyon, France",Pas mobile,Dans 3 mois,"Expériences: Responsable marketing chez SmartTech (2010-2013). Chef de projet digital chez InnovateLab (2012-2013). Traffic Manager chez CloudInnovate (2014-2015). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Aucune. Compétences techniques: Buffer, SEA, Facebook Ads, CSS, SEO. Compétences comportementales: Créativité, Résolution de problèmes, Gestion du temps. Langues: Français, Anglais. Localisation: Lyon, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Responsable marketing digital."
132,4,Master Data Science,CISSP,"['Salesforce', 'Hootsuite', 'Google Analytics', 'Google Ads', 'HTML', 'WordPress']","['Communication', 'Adaptabilité', 'Gestion du temps']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Dans 1 mois,"Expériences: Chargé de communication chez DigitalFirst (2020-2021). Chef de projet digital chez TechVentures (2022-2024). Diplômes: Master Data Science. Certifications: CISSP. Compétences techniques: Salesforce, Hootsuite, Google Analytics, Google Ads, HTML, WordPress. Compétences comportementales: Communication, Adaptabilité, Gestion du temps. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Responsable e-commerce."
133,11,MBA Management Digital,Adobe Certified Expert,"['WordPress', 'Google Ads', 'Hootsuite', 'CSS', 'InDesign', 'Photoshop', 'Illustrator']","['Leadership', 'Empathie', 'Esprit critique']","['Anglais', 'Espagnol']","Bamako, Mali",Ouvert au télétravail,Dans 3 mois,"Expériences: Chargé de communication chez AgileTeam (2013-2016). Community Manager chez CloudMasters (2015-2018). Chargé de communication chez TechCorp (2017-2018). Diplômes: MBA Management Digital. Certifications: Adobe Certified Expert. Compétences techniques: WordPress, Google Ads, Hootsuite, CSS, InDesign, Photoshop, Illustrator. Compétences comportementales: Leadership, Empathie, Esprit critique. Langues: Anglais, Espagnol. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Médiateur numérique."
